position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Vice-Prime Minister,Salomón Nguema Owono,Q112128523,2008-07-15,2011-01-28,male,,,,
Vice-Prime Minister,Aniceto Ebiaka Moete,Q112128556,2008-07-15,2012-05-22,male,,,,
Vice-Prime Minister,Salomón Nguema Owono,Q112128523,2011-01-28,2012-05-22,male,,,,
Vice-Prime Minister,Demetrio Elo Ndong Nsefumu,Q112128517,2011-02-19,2012-05-22,male,,,,
Vice-Prime Minister,Alfonso Nsue Mokuy,Q112128551,2012-05-22,2015-04-15,male,,,,
Vice-Prime Minister,Clemente Engonga Nguema Andeme,Q112162972,2012-05-22,2019-04-10,,,,,
Vice-Prime Minister,Lucas Nguema Esono Mbang,Q112128541,2013-09-04,2015-04-15,male,,,,
Vice-Prime Minister,Alfonso Nsue Mokuy,Q112128551,2015-04-15,2019-12-31,male,,,,
Vice-Prime Minister,Francisco Pascual Obama Asue,Q24761111,2015-04-15,2016-06-24,male,1949-04-21,,,Francisco Pascual Obama Asue
Vice-Prime Minister,Angel Masie Mibuy,Q112128540,2016-06-24,2019-12-31,male,,,,
Vice-Prime Minister,Teodoro Nguema,Q477201,2016-06-24,2019-12-31,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Administrative Coordination,Antonio Martin Ndong Ntutumu,Q112162962,2004-06-15,2006-08-22,,,,,
Minister of Administrative Coordination,Fortunato Ofa Mbo Nchama,Q112128545,2006-08-22,2008-07-15,male,,,,
Minister of Administrative Coordination,Vicente Ehate Tomi,Q2201806,2008-07-15,2010-01-12,male,1968,,,Vicente Ehate Tomi
Minister of Administrative Coordination,Mauricio Bokung Asumu,Q112128491,2010-01-12,2011-01-28,male,,,,
Minister of Administrative Coordination,Vicente Ehate Tomi,Q2201806,2011-01-28,2012-05-22,male,1968,,,Vicente Ehate Tomi
Minister of Agriculture,Gregorio Boho Camo,Q112162987,2001-03-09,2003-02-11,,,,,
Minister of Agriculture,Francisco Pascual Obama Asue,Q24761111,2003-02-11,2004-06-15,male,1949-04-21,,,Francisco Pascual Obama Asue
Minister of Agriculture,Teodoro Nguema,Q477201,2004-06-15,2012-05-22,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Agriculture,Miguel Oyono Ndong Mifumu,Q108426370,2012-05-22,2013-09-04,male,,,,
Minister of Agriculture,Alfredo Mitogo Mitogo,Q112133375,2013-09-04,2015-04-15,male,,,,
Minister of Agriculture,Francisco Mba Olo Bahamonde,Q112128550,2015-04-15,2019-12-31,male,,,,
Minister of Agriculture,Víctor Grange Meile,Q112163021,2016-06-24,2018-02-06,,,,,
Minister of Agriculture,Nicolás Houtonji Acapo,Q112163009,2018-02-06,2019-12-31,,,,,
Minister of Budget,Marcelino Owono Edu,Q29122413,2003-02-11,2004-06-15,male,1963,,,
Minister of Civil Aviation,Fausto Abeso Fuma,Q5438322,2016-06-24,2018-02-06,male,,,Vladimir Putin with Fausto Abeso Fuma.jpg,Fausto Abeso Fuma
Minister of Civil Aviation,Leandro Miko Angue,Q112162996,2018-02-06,2019-12-31,,,,,
Minister of Civil Aviation,Norborto-Bartolomé Mensuy Mañe Andeme,Q112175227,2020,,,,,,
Minister of Civil Cabinet,Braulio Ncogo Abegue,Q112162969,2008-07-15,2016-06-24,,,,,
Minister of Civil Service and Administrative Reform,Fernando Mbale Mba,Q112162983,1998-01-23,2001-03-09,,,,,
Minister of Civil Service and Administrative Reform,Vicente Ehate Tomi,Q2201806,2006-08-22,2008-07-15,male,1968,,,Vicente Ehate Tomi
Minister of Control and Prevention of HIV - AIDS and Sexually Transmitted Diseases,Tomas Mecheba Fernandez Galllea,Q112133279,2013-09-04,2016-06-24,male,,,,
Minister of Culture,Guillermina Mekuy,Q24685671,2016-06-24,2018-02-06,female,1982-06-25,,Guillermina Mekuy.jpg,
Minister of Culture,Rufino Ndong Esono Nchama,Q112163013,2018-02-06,2019-12-31,,,,,
Minister of Defence,Teodoro Obiang,Q57385,1993-12-22,2004-06-15,male,1942-06-05,,"Teodoro Obiang detail, 1650FRP051.jpg",Teodoro Obiang Nguema Mbasogo
Minister of Defence,Antonio Mba Nguema,Q63731266,2004-06-15,2016-06-24,male,1952-11-17,2019-05-05,,
Minister of Defence,Vicente Eya Olomo,Q112163019,2016-06-24,2017-05-30,,,,,
Minister of Defence,Alejandro Bacale Ncogo,Q112162957,2018-02-06,2019-12-31,,,,,
Minister of Economy,Miguel Abia Biteo Boricó,Q1353126,1999-07-22,2001-03-09,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Economy,Baltasar Engonga Edjo,Q112162967,2001-03-09,2004-06-15,,,,,
Minister of Economy,Jaime Ela Ndong,Q112128530,2004-06-15,2008-07-15,male,,,,
Minister of Economy,Pedro Ondo Nguema Okomo,Q112133267,2008-07-15,2011-01-28,,,,,
Minister of Economy,Aniceto Ebiaka Moete,Q112128556,2010,2012,male,,,,
Minister of Economy,Francisca Tatchoup Belope,Q112133405,2011-01-28,2012-05-22,female,,,,
Minister of Economy,Celestino Bonifacio Bacale,Q5057941,2012-05-22,2013-09-04,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Economy,Conrado Okenve Ndoho,Q112133387,2013-09-04,2015-04-15,,,,,
Minister of Economy,Eucario Bakale Angüe,Q112133244,2015-04-15,2018-02-06,male,,,,
Minister of Education,Santiago Ngua Nfumu Eyang,Q112128487,1998-01-23,2001-03-09,male,,,,
Minister of Education,Antonio Fernando Nve Ngu,Q112128529,2001-03-09,2003-02-11,male,,,,
Minister of Education,Antonio Fernando Nve Ngu,Q112128529,2003-02-11,2004-06-15,male,,,,
Minister of Education,Cristóbal Meñana Ela,Q112128524,2004-06-15,2008-07-15,male,,,,
Minister of Education,Anselmo Ondo Eseno,Q112162961,2008-07-15,2010-01-12,,,,,
Minister of Education,Filiberto Ntutumu Nguema,Q45320454,2010-01-12,2011-01-28,male,,,,
Minister of Education,Joaquín Mbana Nchama,Q112162990,2011-01-28,2012-05-22,,,,,
Minister of Education,Maria del Carmen Ekoro,Q112162998,2012-05-22,2013-09-04,,,,,
Minister of Education,Jesus Engonga Ndong Eyono,Q112133418,2015-04-15,2018-02-06,,,,,
Minister of Education,Jesus Engonga Ndong Eyono,Q112133418,2018-02-06,2019-04-10,,,,,
Minister of Education,Clemente Engonga Nguema Andeme,Q112162972,2019-04-10,,,,,,
Minister of External Security,Juan Antonio Bibang Nchuchuma,Q112133252,2018-02-06,2019-12-31,,,,,
Minister of Finance,Marcelino Owono Edu,Q29122413,2004-06-15,2008-07-15,male,1963,,,
Minister of Finance,Estanislao Don Malavo,Q112162980,2008-07-15,2010-01-12,,,,,
Minister of Finance,Melchor Esono Edjo,Q112133263,2010-01-12,2012-05-22,male,,,,
Minister of Finance,Marcelino Owono Edu,Q29122413,2012-05-22,2015-04-15,male,1963,,,
Minister of Finance,Miguel Engonga Obiang Eyang,Q112163003,2015-04-15,2018-02-06,,,,,
Minister of Finance,Lucas Abaga Nchama,Q17711819,2018-02-06,2019-04-10,male,1961-03-04,,,
Minister of Finance,César Augusto Mba Abogo,Q112162976,2019-04-10,2019-12-31,,,,,
Minister of Fisheries,Fortunato Ofa Mbo Nchama,Q112128545,2003-02-11,2006-08-22,male,,,,
Minister of Fisheries,Vicente Rodriguez Siosa,Q112133280,2006-08-22,2008-07-15,male,,,,
Minister of Fisheries,Anastasio Asumu Mum Muñoz,Q112133227,2008-07-15,2012-05-22,male,,,,
Minister of Fisheries,Cresencio Tamarite Castaño,Q112133772,2012-05-22,2015-04-15,male,,,,
Minister of Fisheries,Estanislao Don Malavo,Q112162980,2015-04-15,2016-06-24,,,,,
Minister of Fisheries,Estanislao Don Malavo,Q112162980,2016-06-24,2018-02-06,,,,,
Minister of Fisheries,Adoracion Salas Chonco,Q112133372,2018-02-06,2019-12-31,female,,,,
Minister of Foreign Affairs,Santiago Nchama,Q17198388,1999-07-22,2001-03-09,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Foreign Affairs,Santiago Nchama,Q17198388,2001-03-09,2003-02-11,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Foreign Affairs,Pastor Micha Ondó Bile,Q58151,2003-02-11,2012-05-22,male,1952,,,Pastor Micha Ondó Bile
Minister of Foreign Affairs,Agapito Mba Mokuy,Q24574730,2012-05-22,2018-02-06,male,1965-03-10,,Agapito Mba Mokuy.png,
Minister of Foreign Affairs,Simeón Oyono Esono,Q55098190,2018-02-06,2019-12-31,male,1967-02-18,,Simeón Oyono Esono Angué.jpg,
Minister of Forests,Teodoro Nguema,Q477201,1999-07-22,2003-02-11,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Forests,Francisco Mba Olo Bahamonde,Q112128550,2016-06-24,2018-02-06,male,,,,
Minister of Health,Juan Antonio Ntutumu,Q112162993,1999-07-22,2001-03-09,,,,,
Minister of Health,Marcelino Nguema Onguene,Q55104853,2001-03-09,2003-02-11,male,,,,
Minister of Health,Justino Obama Nve,Q112162995,2003-02-11,2006-08-22,,,,,
Minister of Health,Antonio Martin Ndong Ntutumu,Q112162962,2006-08-22,2008-07-15,,,,,
Minister of Health,Francisco Pascual Obama Asue,Q24761111,2008-07-15,2011-01-28,male,1949-04-21,,,Francisco Pascual Obama Asue
Minister of Health,Tomas Mecheba Fernandez Galllea,Q112133279,2012-05-22,2013-09-04,male,,,,
Minister of Health,Diosdado Vicente Nsue Milang,Q112054486,2013-09-04,2016-06-24,male,,,,
Minister of Health,Salomón Nguema Owono,Q112128523,2016-06-24,2019-12-31,male,,,,
Minister of Industry,Constantino Ekong Zue,Q112162973,1999-07-22,2003-02-11,,,,,
Minister of Industry,Carmelo Modu Acusé Bindang,Q112162970,2003-02-11,2004-06-15,,,,,
Minister of Industry,Eugenio Edu Ndong,Q112162981,2016-06-24,2018-02-06,,,,,
Minister of Industry,Miguel Ekua Ondo,Q112163002,2018-02-06,2019-12-31,,,,,
Minister of Information,Lucas Nguema Esono Mbang,Q112128541,1999-07-22,2003-02-11,male,,,,
Minister of Information,Agustín Nze Nfumu,Q36908601,2003-02-11,2004-06-15,male,1949-05-18,,Agustín NZE NFUMU.jpg,
Minister of Information,Alfonso Nsue Mokuy,Q112128551,2004-06-15,2006-08-22,male,,,,
Minister of Information,Santiago Nchama,Q17198388,2006,2008,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Information,Jeronimo Osa Osa Ecoro,Q3177434,2008-07-15,2012-05-22,male,1963-11,,,
Minister of Information,Agustín Nze Nfumu,Q36908601,2012-05-22,2013-09-04,male,1949-05-18,,Agustín NZE NFUMU.jpg,
Minister of Information,Teobaldo Nchaso Matomba,Q112163017,2013-09-04,2015-04-15,,,,,
Minister of Information,Eugenio Nse Obiang,Q112133750,2015-04-15,2020,male,,,,
Minister of Information,Virgilio Seriche Riloha,Q112175249,2020,,,,,,
Minister of Infrastructure and Forests,Teodoro Nguema,Q477201,2003-02-11,2004-06-15,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Interior,Clemente Engonga Nguema Andeme,Q112162972,2001-03-09,2012-05-22,,,,,
Minister of Interior,Faustino Ndong Esono Eyang,Q112162982,2019-04-10,2019-12-31,,,,,
Minister of Justice,Ruben Mye Nsue,Q112163012,1998-01-23,2004-06-15,,,,,
Minister of Justice,Angel Masie Mibuy,Q112128540,2004-06-15,2006-08-22,male,,,,
Minister of Justice,Mauricio Bokung Asumu,Q112128491,2006-08-22,2008-07-15,male,,,,
Minister of Justice,Salvador Ondo Nkumu,Q112163016,2008-07-15,2011-01-28,,,,,
Minister of Justice,Francisco Javier Ngomo Mbengono,Q112162986,2011-01-28,2013-09-04,,,,,
Minister of Justice,Evangelina Oyo Ebule,Q42907516,2013-09-04,2018-02-06,female,,,,Evangelina Oyo Ebule
Minister of Justice,Salvador Ondo Nkumu,Q112163016,2018-02-06,2020-01-17,,,,,
Minister of Labour,Ricardo Mangue Obama Nfubea,Q602837,1999-07-22,2003-02-11,male,1961,,Ricardo Mangue Obama Nfubea.jpg,Ricardo Mangue Obama Nfubea
Minister of Labour,Miguel Eyanga Jobe Malango,Q112163004,2003-02-11,2004-06-15,,,,,
Minister of Labour,Enrique Mercader Costa,Q112133587,2004-06-15,2006-06-15,male,,,,
Minister of Labour,Demetrio Elo Ndong Nsefumu,Q112128517,2006-06-15,2006-08-22,male,,,,
Minister of Labour,Evangelina Oyo Ebule,Q42907516,2006-08-22,2008-07-15,female,,,,Evangelina Oyo Ebule
Minister of Labour,Mauricio Bokung Asumu,Q112128491,2008-07-15,2010-01-12,male,,,,
Minister of Labour,Estanislao Don Malavo,Q112162980,2010-01-12,2012-05-22,,,,,
Minister of Labour,Miguel Abia Biteo Boricó,Q1353126,2012-05-22,2012-12-06,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Labour,Heriberto Meko Mbengono,Q112133249,2013-01-30,2016-06-24,male,,,,
Minister of Labour,Ángel Borico Moisés,Q112163023,2016-06-24,2018-02-06,,,,,
Minister of Labour,Celestino Bonifacio Bacale,Q5057941,2018-02-06,2019-12-31,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Mines,Cristóbal Meñana Ela,Q112128524,1999-07-22,2004-06-15,male,,,,
Minister of Mines,Atanasio Ela Ntugu Nsa,Q112128507,2004-06-15,2008-07-15,male,,,,
Minister of Mines,Marcelino Owono Edu,Q29122413,2008-07-15,2012-05-22,male,1963,,,
Minister of Mines,Gabriel Mbega,Q45042829,2012-05-22,2016-06-24,male,1972,,,Gabriel Mbaga Obiang Lima
Minister of Mines,Gabriel Mbega,Q45042829,2016-06-24,2019-12-31,male,1972,,,Gabriel Mbaga Obiang Lima
Minister of Missions,Alejandro Evuna Owono Asangono,Q112162958,1989-11-25,2019-12-31,,,,,
Minister of National Security,Manuel Nguema Mba,Q112162997,2004-06-15,2009-02-24,,,,,
Minister of National Security,Nicolas Obama Nchama,Q112163007,2009-02-24,2019-12-31,,,,,
Minister of Parliament Relations,Antonio Fernando Nve Ngu,Q112128529,1999-07-22,2001-03-09,male,,,,
Minister of Parliament Relations,Miguel Abia Biteo Boricó,Q1353126,2001-03-09,2004-06-15,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Planning,Fortunato Ofa Mbo Nchama,Q112128545,1999-07-22,2003-02-11,male,,,,
Minister of Planning,Antonio Nve Nseng,Q112162963,2003-02-11,2004-06-15,,,,,
Minister of Planning,Carmelo Modu Acusé Bindang,Q112162970,2004-06-15,2006-08-22,,,,,
Minister of Planning,Ela Obiang,Q112175167,2006,2008,,,,,
Minister of Planning,José Ela Oyana,Q112162991,2006-08-22,2012-05-22,,,,,
Minister of Planning,Conrado Okenve Ndoho,Q112133387,2012-05-22,2013-09-04,,,,,
Minister of Political and Administrative Affairs,Carmelo Modu Acusé Bindang,Q112162970,2006-08-22,2008-07-15,,,,,
Minister of Presidential Security,Antonio Mba Nguema,Q63731266,2016-06-24,2019-12-31,male,1952-11-17,2019-05-05,,
Minister of Promotion of Small and Medium Businesses,Hermes Ela Mifumu,Q112133412,2016-06-24,2018-02-06,,,,,
Minister of Public Administration and Administrative Reform,Salvador Mangue Avingono,Q112163015,2008,2010,,,,,
Minister of Public Administration and Administrative Reform,Faustino Ndong Esono Eyang,Q112162982,2016-06-24,2019-04-10,,,,,
Minister of Public Administration and Administrative Reform,Eucario Bakale Angüe,Q112133244,2019-04-10,2019-12-31,male,,,,
Minister of Public Service and Administrative Planning,Salvador Mangue Avingono,Q112163015,2008-07-15,2010-01-12,,,,,
Minister of Public Service and Administrative Planning,Tomas Esono Ava,Q112163018,2010-01-12,2012-05-22,,,,,
Minister of Public Service and Administrative Planning,Purificacion Bohari Lasaguero,Q112133270,2012-05-22,2016-06-24,female,,,,
Minister of Public Works,Florentino Ncogo Ndong,Q112133583,1999-07-22,2003-02-11,male,,,,
Minister of Public Works,Florentino Alogo,Q112175173,2001,2003,,,,,
Minister of Public Works,Ricardo Mangue Obama Nfubea,Q602837,2003-02-11,2004-06-15,male,1961,,Ricardo Mangue Obama Nfubea.jpg,Ricardo Mangue Obama Nfubea
Minister of Public Works,Pedro Ondo Nguema Okomo,Q112133267,2016-06-24,2018-02-06,,,,,
Minister of Public Works,Diosdado Nsue Medja,Q112162977,2018-02-06,2019-12-31,,,,,
Minister of Public Works,Clemente Ferreiro Villarino,Q112175156,2020,,,,,,
Minister of Regional Integration,Baltasar Engonga Edjo,Q112162967,2006-02-14,2019-12-31,,,,,
Minister of Relations with Parliament and Legal Affairs of the Government,Angel Masie Mibuy,Q112128540,2006-08-22,2016-06-24,male,,,,
Minister of Social Affairs,Eulalla Envo Bela,Q112133245,2006-08-22,2012-05-22,female,,,,
Minister of Social Affairs,Maria Leonor Epam Biribe,Q112133717,2012-05-22,2013-09-04,female,,,,
Minister of Social Affairs,Maria del Carmen Ekoro,Q112162998,2013-09-04,2015-04-15,,,,,
Minister of Social Affairs,Consuelo Ondo Nsang,Q112133389,2015-04-15,2018-02-06,female,,,,
Minister of Social Affairs,Ma Consuelo Nguema Oyana,Q112133713,2018-02-06,2019-12-31,female,,,,
Minister of Telecommunications and New Technologies,Maximiliano Meko Aveme,Q112163001,2016-06-24,2018-02-06,,,,,
Minister of Tourism,Tomas Mecheba Fernandez Galllea,Q112133279,2016-06-24,2018-02-06,male,,,,
Minister of Town Planning,Reginaldo Asu Mangue,Q112133445,2016-06-24,2018-02-06,male,,,,
Minister of Trade,Celestino Bonifacio Bacale,Q5057941,2013-09-04,2015-04-15,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Trade,Alfredo Mitogo Mitogo,Q112133375,2015-04-15,2016-06-24,male,,,,
Minister of Trade,Antonio Pedro Olivera Boropu,Q112162965,2016-06-24,2018-02-06,,,,,
Minister of Trade,Pastor Micha Ondó Bile,Q58151,2018-02-06,2019-12-31,male,1952,,,Pastor Micha Ondó Bile
Minister of Transport,Marcelino Oyono Ntutumu,Q112128490,1998-01-23,2004-06-15,male,,,,
Minister of Transport,Demetrio Elo Ndong Nsefumu,Q112128517,2004-06-15,2006-06-15,male,,,,
Minister of Transport,Enrique Mercader Costa,Q112133587,2006-06-15,2010-01-12,male,,,,
Minister of Transport,Vicente Ehate Tomi,Q2201806,2010-01-12,2011-01-28,male,1968,,,Vicente Ehate Tomi
Minister of Transport,Mauricio Bokung Asumu,Q112128491,2011-01-28,2012-05-22,male,,,,
Minister of Transport,Francisco Mba Olo Bahamonde,Q112128550,2012-05-22,2015-04-15,male,,,,
Minister of Transport,Celestino Bonifacio Bacale,Q5057941,2015-04-15,2016-06-24,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Transport,Celestino Bonifacio Bacale,Q5057941,2016-06-24,2018-02-06,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Transport,Eucario Bakale Angüe,Q112133244,2018-02-06,2019-04-10,male,,,,
Minister of Transport,Rufino Owono Engonga,Q112163014,2019-04-10,2019-12-31,,,,,
Minister of Transport,Rufino Ovono Ondo,Q112175236,2020,,,,,,
Minister of Urban Planning and Infrastructure,Aniceto Ebiaka Moete,Q112128556,2004-06-15,2006-08-22,male,,,,
Minister of Urban Planning and Infrastructure,Fidel Nsue Micha,Q112162984,2006-08-22,2008-07-15,,,,,
Minister of Urban Planning and Infrastructure,Marcelino Oyono Ntutumu,Q112128490,2008-07-15,2011-02-19,male,,,,
Minister of Urban Planning and Infrastructure,Juan Nko Mbula,Q112162994,2012-05-22,2016-06-24,,,,,
Minister of Women,Teresa Efua Asangono,Q100786539,1999-07-22,2004-06-15,female,,,,Teresa Efua Asangono
Minister of Women,Jesusa Obono Engono,Q112128467,2004-06-15,2006-08-22,female,,,,
Minister of Youth and Sports,Vidal Choni Becoba,Q112133282,1999-07-22,2001-03-09,,,,,
Minister of Youth and Sports,Juan Antonio Ntutumu,Q112162993,2001-03-09,2003-02-11,,,,,
Minister of Youth and Sports,Lucas Nguema Esono Mbang,Q112128541,2003-02-11,2004-06-15,male,,,,
Minister of Youth and Sports,Francisco Pascual Obama Asue,Q24761111,2012-05-22,2015-04-15,male,1949-04-21,,,Francisco Pascual Obama Asue
Minister of Youth and Sports,Andrés Jorge Mbomio Nsem Abu,Q112162959,2015-04-15,2017-06-13,,,,,
Minister of Youth and Sports,Cándido Nsue Okomo,Q112162550,2017-06-13,2018-02-06,male,,,,
Minister at the Presidency,Alfonso Nsue Mokuy,Q112128551,2006-08-22,2008-07-15,male,,,,
Minister without Portfolio,Ignacio Milam Tang,Q57898,2003-02-11,2004-06-15,male,1940-06-20,,,Ignacio Milam Tang
Minister without Portfolio,Tomas Esono Ava,Q112163018,2012-05-22,2013-09-04,,,,,
Minister without Portfolio,Faustino Ndong Esono Eyang,Q112162982,2013-09-04,2016-06-24,,,,,
Minister without Portfolio,Baltasar Esono Oworo Nfono,Q112162968,2016-06-24,2019-12-31,,,,,
Deputy Minister of Agriculture,Domingo Olomo Nve,Q112175165,2008,2010,,,,,
Deputy Minister of Agriculture,Santiago Francisco Engonga Esono,Q112175240,2020,,,,,,
Deputy Minister of Civil Aviation,Luciano Esono Bitegue,Q112175204,2018,2020,,,,,
Deputy Minister of Commerce,José-Jaime Ondo Ndong,Q112175197,2013,2018,,,,,
Deputy Minister of Culture and Tourism,Purificación Opo Barila,Q112175234,2008,2010,,,,,
Deputy Minister of Culture and Tourism,Jose Mba Obama Bendomo,Q112175195,2012,2013,,,,,
Deputy Minister of Culture and Tourism,Candido Ondó Nchama,Q112175148,2013,2018,,,,,
Deputy Minister of Economy,José-Jaime Ondo Ndong,Q112175197,2012,2013,,,,,
Deputy Minister of Economy,Valentin Ela Maye,Q112175246,2013,2018,,,,,
Deputy Minister of Education,Miguel Esono Mansogo,Q112175222,2008,2010,,,,,
Deputy Minister of Education,Isidoro Eyi Monsuy Andeme,Q112175189,2013,2018,,,,,
Deputy Minister of Education,Maria Jesus Ncara Owono,Q112175211,2018,2020,,,,,
Deputy Minister of Finance,Carlos Ntutumu Nengono,Q112175150,2003,2004,,,,,
Deputy Minister of Finance,Hilario Sisa Torres,Q112128482,2004,2006,male,,,,
Deputy Minister of Finance,Valentin Ela Maye,Q112175246,2018,2020,,,,,
Deputy Minister of Fisheries,Vicente Martinez Siosá,Q112175247,2004,2006,,,,,
Deputy Minister of Fisheries,Andres Ndong Micha,Q112175133,2018,2020,,,,,
Deputy Minister of Fisheries,Gerónimo-Carlos Osa Osa Nzang,Q112175182,2020,,,,,,
Deputy Minister of Foreign Affairs,Pedro Nguema Ndong,Q112175231,2020,,,,,,
Deputy Minister of Health,Pedro Abaga Esono,Q112175229,2004,2006,,,,,
Deputy Minister of Health,Maria Vida Asue Ndong,Q112175213,2008,2010,,,,,
Deputy Minister of Health,Miguel Obiang Abeso,Q112175225,2012,2013,,,,,
Deputy Minister of Health,Victor Sima Oyana,Q112175248,2013,2018,,,,,
Deputy Minister of Health,Dámaso Mitoha Ondo'O Ayecaba,Q112175166,2018,,,,,,
Deputy Minister of Industry and Energy,Jose Maria Ondo Oyono,Q112175194,2018,2020,,,,,
Deputy Minister of Industry and Energy,Cesar Aguado Hinestrosa Gomez,Q112175154,2020,,,,,,
Deputy Minister of Information,Purificación Opo Barila,Q112175234,2008,2010,,,,,
Deputy Minister of Information,Jose Mba Obama Bendomo,Q112175195,2013,2018,,,,,
Deputy Minister of Information,Virgilio Seriche Riloha,Q112175249,2018,2020,,,,,
Deputy Minister of Information,Atalia Modesta Baha Ondo,Q112175140,2020,,,,,,
Deputy Minister of Interior,Leocadio Ndong Monumu,Q112133253,2008,2010,,,,,
Deputy Minister of Justice,Martin Ndong Nsue,Q112175215,2008,2010,,,,,
Deputy Minister of Labour,Juan Obama Mba,Q112175199,2003,2004,,,,,
Deputy Minister of Labour,Basilio Abá,Q112175144,2004,2006,,,,,
Deputy Minister of Labour,Isidoro Eyi Monsuy Andeme,Q112175189,2012,2013,,,,,
Deputy Minister of Labour,Manuel Cristobal Morgades Ichaka,Q112175206,2018,2020,,,,,
Deputy Minister of Mines,Agapito Edu Ndong,Q112175129,2018,2020,,,,,
Deputy Minister of Mines,Santiago Mba Eneme Nsuga,Q112175241,2020,,,,,,
Deputy Minister of National Defence,Antonio Obama Ndong,Q112175138,2008,2010,,,,,
Deputy Minister of National Defence,Daniel Ncogo Ncogo,Q112175163,2012,2018,,,,,
Deputy Minister of National Defence,Cándido Ncogo Engono Nchama,Q112175162,2020,,,,,,
Deputy Minister of National Security,Francisco Edu Ngua,Q112175158,2003,2004,,,,,
Deputy Minister of National Security,Francisco Edu Ngua,Q112175158,2008,2010,,,,,
Deputy Minister of Planning,Martin Crisantos Esono Edjo,Q112175214,2008,2010,,,,,
Deputy Minister of Planning,Valentin Ela Maye,Q112175246,2012,2013,,,,,
Deputy Minister of Public Administration,Baltasar Esono Eworo Fono,Q112175141,2012,2013,,,,,
